店铺名称,店铺链接,商品名,价格,销量,省份
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=612450651611&ns=1&abbucket=16,【12期免息抢券立省200】vivoiQOO35G骁龙865电竞55W闪充性能旗舰拍照游戏手机vivoiqoo3iqoo3,3598,1052,江苏
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=616898386518&ns=1&abbucket=16,【选套餐一享华为蓝牙音箱】HUAWEI/华为nova75G全面屏6400万四摄麒麟985智能手机5g手机官方旗舰店正品,2999,1844,江苏
华为官方旗舰店,//detail.tmall.com/item.htm?id=609052049839&ns=1&abbucket=16,【直降200】Huawei/华为nova6SE超级快充4800万AI四摄大运存智能手机华为官方旗舰店,1999,5000,广东
华为官方旗舰店,//detail.tmall.com/item.htm?id=596880589421&ns=1&abbucket=16,【6期免息+150优惠券】Huawei/华为nova5i全面屏2400万四摄超级夜景AI手机nova5i华为官方旗舰店,1799,6000,广东
小米官方旗舰店,//detail.tmall.com/item.htm?id=598405105909&ns=1&abbucket=16,【8+128GB闪降100】红米note8pro6400万四摄4500mAh大电量小米手机拍照智能全网通老人学生小米官方旗舰店10,1199,1680,北京
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=614502627429&ns=1&abbucket=16,当天发送扫地机新品vivos6手机5G全网通vivos6vivos6svivos65g手机s6vivovovis6x30x50vivo手机,2698,908,山东
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=616320415803&ns=1&abbucket=16,【品牌首单礼金专享】华为旗下荣耀30新品5G手机50倍超稳远摄麒麟985芯片李现同款拍照手机官方旗舰店正品,2999,32,广东
广东电信亿品汇专卖店,//detail.tmall.com/item.htm?id=609680873032&ns=1&abbucket=16,5G版低至15?9起+可送小爱音响】红米k305G手机SA/NSA双模xiaomi/小米官方旗舰店redmik305g红米k30pro青春版,1539,455,广东
广东电信亿品汇专卖店,//detail.tmall.com/item.htm?id=616638397645&ns=1&abbucket=16,24期分期送手环当天发Huawei/华为nova75G手机官方旗舰店正品nova7pro降价5g全网通手机p40新款mate30pro,2799,226,广东
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=605448309418&ns=1&abbucket=16,【4+64G低至6?9元】Xiaomi/小米红米8手机官方旗舰店Redmi8官网8pro红米8A老人5A学生机6红米note5红米9pro,669,815,山东
能良数码官方旗舰店,//detail.tmall.com/item.htm?id=612211766852&ns=1&abbucket=16,【24期免息+咨询减400】xiaomi/小米10pro骁龙8655g手机官方旗舰店5G全网通正品小米10青春版9全新k30pro,3899,107,上海
能良数码官方旗舰店,//detail.tmall.com/item.htm?id=611680244339&ns=1&abbucket=16,24期免息+当天发vivoiQOO35G全网通新vivoiqoo3手机vivoiqoo3iq003iqoo3pro5gvivo手机官方旗舰店,3598,467,上海
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=599176795701&ns=1&abbucket=16,【低至1199元+128GB赠车充】华为旗下荣耀手机荣耀9X麒麟810芯片4800万超清双摄智能手机官方旗舰店官网正品,1199,1966,广东
vivo官方旗舰店,//detail.tmall.com/item.htm?id=616460149075&ns=1&abbucket=16,【新品上市】vivoY50新款官方旗舰店正品手机官网学生智能机全网通限量版vivoy50y3y93y9s,1698,455,广东
深蓝港数码旗舰店,//detail.tmall.com/item.htm?id=616425727335&ns=1&abbucket=16,24期免息【现货送好礼】华为HONOR荣耀30Pro/荣耀30Pro+手机5G新品全网通官方旗舰店正品官网上市30pro+s,3999,98,广东
华为莫问专卖店,//detail.tmall.com/item.htm?id=614058168857&ns=1&abbucket=16,咨询优惠【当天发6期免息送豪礼】Huawei/华为P40Pro5G手机P40Plus官方旗舰店mate30正品p30荣耀nova7SE,4188,515,浙江
vivo官方旗舰店,//detail.tmall.com/item.htm?id=594178871770&ns=1&abbucket=16,【999元起】vivoY3官方旗舰店正品手机官网y3学生青春老人老年智能机全网通全面屏超长待机大屏y935s7s,1098,519,广东
京合旗舰店,//detail.tmall.com/item.htm?id=612589524372&ns=1&abbucket=16,发顺丰【24期分期】Huawei/华为畅享10e新款手机官方旗舰店正品10畅想9esplus大屏内存nova5ipro荣耀9x,799,709,安徽
创汇通达数码旗舰店,//detail.tmall.com/item.htm?id=616375892458&ns=1&abbucket=16,咨询优惠【当天发+送豪礼】Huawei/华为nova75G版手机正品华为官方旗舰店华为手机官网新款直降nova6荣耀30,2999,256,北京
久汇数码专营店,//detail.tmall.com/item.htm?id=606501391910&ns=1&abbucket=16,【949起免息送碎屏险】华为HONOR/荣耀20青春版10手机华为荣耀官方旗舰店新品全新官网荣耀20sV30荣耀9X非5g,949,927,广东
翼天下天翼电信旗舰店,//detail.tmall.com/item.htm?id=579539915315&ns=1&abbucket=16,【限时分期24期免息晒图送无线充】Apple/苹果iPhoneXSMax全网通智能4G手机国行天翼电信旗舰店苹果xsMAX,6399,173,江苏
oppo欧曙专卖店,//detail.tmall.com/item.htm?id=615895143884&ns=1&abbucket=16,【24期免息】OPPOAce2oppoace2手机新款上市官方旗舰opporenoace2新品0pp05g手机r170ppofind未来x限量版,3999,784,上海
锦万数码专营,//detail.tmall.com/item.htm?id=606524331004&ns=1&abbucket=16,Coolpad/酷派cool9正品全面水滴屏全网通4G学生游戏超薄安卓双卡指纹一体拍照老人老年大字超长待机智能手机,599,1405,广东
深蓝港数码旗舰店,//detail.tmall.com/item.htm?id=616665761304&ns=1&abbucket=16,咨询优惠【6期免息】Huawei/华为Nova7Pro5G手机官方旗舰店nova6se官网5pro荣耀30s直降mate30正品p40,3699,58,广东
翼天下天翼电信旗舰店,//detail.tmall.com/item.htm?id=601013769680&ns=1&abbucket=16,当天发【12期免息+智能手环】华为honor/荣耀荣耀9X全网通麒麟810手机学生官方旗舰店nova5i青春30s官网v30,1199,104,江苏
索爱数码旗舰店,//detail.tmall.com/item.htm?id=610882300069&ns=1&abbucket=16,索爱M6全网通智能手机5.5英寸高清全面屏八核快充三防4G老人手机大字大声纤薄老年机移动联通电信三网通手机,379,1846,广东
蒙奇数码专营店,//detail.tmall.com/item.htm?id=613916641578&ns=1&abbucket=16,天语x13老人智能手机超长待机安卓全网通4G老年机大字大声大屏新款上市三防正品百元千送oppo小米鼠华为耳机,399,1305,广东
骏灿数码专营店,//detail.tmall.com/item.htm?id=616385122125&ns=1&abbucket=16,【12期免期】OPPOA92soppoa92s手机新款上市官方旗舰店a92s新品oppoace2官网0pporeno5g手机find未来x2a92s,2199,238,广东
热图数码专营店,//detail.tmall.com/item.htm?id=609843822784&ns=1&abbucket=16,咨询减钱+3期免息】Xiaomi/小米RedmiK30新品红米K30手机官方旗舰店新品K30Pro5G手机全网9Pro正品20尊享,1519,507,广东
时器数码专营店,//detail.tmall.com/item.htm?id=616415090501&ns=1&abbucket=16,OPPOA92soppoa92s手机新款上市opop新品a11xa5a9xa7xr9r15xk5k3k10ppo手机旗舰正品5g版0pp0a92s,2199,63,广东
博盛景数码专营店,//detail.tmall.com/item.htm?id=606084408495&ns=1&abbucket=16,咨询减1000元/24期免息送无线充HUAWEI/华为Mate30Pro5G手机正品官方旗舰店mate30pro直降华为p40pro,4748,420,广东
samsung佳酷专卖店,//detail.tmall.com/item.htm?id=598598143894&ns=1&abbucket=16,Samsung/三星GalaxyA80SM-GA80508+128GB全面屏全网通4G智能拍照手机,2298,238,上海
vivo欧曙专卖店,//detail.tmall.com/item.htm?id=613789436081&ns=1&abbucket=16,【咨询客服送豪礼】vivoS6手机新品智能5g全网通拍照时尚手机vivoz6vivo新s6s5vivos6手机vivo官方旗舰店,2698,265,上海
气樽数码专营店,//detail.tmall.com/item.htm?id=609819505676&ns=1&abbucket=16,【咨询省550元当天发+选送无线充】红米K30手机官方旗舰店RedmiK30新品红米K20pro尊享版红米K30pro快充5G版,1399,188,广东
中国移动手机官方旗舰店,//detail.tmall.com/item.htm?id=589927988315&ns=1&abbucket=16,Huawei/华为P30手机官方旗舰店正品p30pro降价mate30P40Pro顺丰速发,2988,42,广东
oppo欧曙专卖店,//detail.tmall.com/item.htm?id=612054567231&ns=1&abbucket=16,【5G新款上市24期免息】OPPOReno3元气版opporeno3手机新品opporeno3pro5g版r19r170ppo未来x0pp0ace2,2999,547,上海
中国移动手机官方旗舰店,//detail.tmall.com/item.htm?id=616363768388&ns=1&abbucket=16,【现货当天发】Huawei/华为nova7SE5G手机官方旗舰店新品直降nova6,2399,216,广东
oppo官方旗舰店,//detail.tmall.com/item.htm?id=611048808013&ns=1&abbucket=16,【新色上市12期免息赠耳机】OPPOReno3元气版双模5G骁龙全面屏智能手机VOOC闪充官方旗舰店opporeno3reno,2999,1568,广东
皓轩手机旗舰店,//detail.tmall.com/item.htm?id=592886404401&ns=1&abbucket=16,4G全网通皓轩H5军工三防老人机超长待机大屏大字大声音直板按键移动电信版老年手机正品女学生诺基亚小手机,39,15000,广东
时器数码专营店,//detail.tmall.com/item.htm?id=606456015098&ns=1&abbucket=16,【新款上市】OPPOA11oppoa11新品旗舰官方正品手机未来xoppoa92Sr170ppo手机r11K5r15a52a11xK3a8,1099,563,湖南
vivo天诚专卖店,//detail.tmall.com/item.htm?id=613798956973&ns=1&abbucket=16,当天发货送碎屏保新品vivoS65G手机全网通vivos6s5vivo官方旗舰店vivos6svovis6s1provivos6手机5g,2698,454,广东
京联通达数码旗舰店,//detail.tmall.com/item.htm?id=597167702182&ns=1&abbucket=16,【活动直降500元/24期分期】Huawei/华为nova5i华为手机官方旗舰店正品nova5智能学生手机降价非5G手机nova6,1348,520,北京
君问数码官方旗舰店,//detail.tmall.com/item.htm?id=594968797672&ns=1&abbucket=16,现货速发+全国联保/华为HONOR荣耀20PRO全面屏手机降价x9新荣耀20pro华为3020pro华为降价30s,2299,304,浙江
vivo航鹰专卖店,//detail.tmall.com/item.htm?id=609162506395&ns=1&abbucket=16,【下单减300】vivoX305G全网通手机vivox30新款x31vivox27vivox30prox23vivox50vovix30por官方旗舰店,3298,316,浙江
佳惠兴通数码专营店,//detail.tmall.com/item.htm?id=615828368744&ns=1&abbucket=16,OPPOA92soppoa92s手机5g手机正品oppo新品r9sr11sr15k5全面屏上市新款官网旗舰店官方内存,2199,193,广东
聚宝康数码专营店,//detail.tmall.com/item.htm?id=605480530089&ns=1&abbucket=16,【已降300元】OPPOA11oppoa11手机正品oppoa11全新款上市a5a9xa7xk3k5r15xr170ppo手机旗舰正品a11,1099,425,北京
天猫超市,//detail.tmall.com/item.htm?id=617454943983&ns=1&abbucket=16,小米10青春版5G手机新品官方旗舰店50倍变焦xiaomi米10青春正品,2499,25,上海
乐淘乐数码专营店,//detail.tmall.com/item.htm?id=609742872087&ns=1&abbucket=16,DOOV/朵唯D11全网通4G学生价游戏智能手机超薄指纹128G大内存安卓千元全面屏送适用oppo小米vivo华为荣耀耳机,698,226,广东
关爱心旭光明专卖店,//detail.tmall.com/item.htm?id=606789235071&ns=1&abbucket=16,【4G全网通】关爱心G3正品老人机超长待机老年手机大屏大字大声音移动联通电信版直板女款诺基亚功能按键手机,59,10000,广东
关爱心旗舰店,//detail.tmall.com/item.htm?id=594428613643&ns=1&abbucket=16,【4G全网通】关爱心G1军工三防老人机超长待机正品移动电信版联通老年手机大屏大字大声音男女学生诺基亚手机,58,10000,广东
朵唯官方旗舰店,//detail.tmall.com/item.htm?id=610090619728&ns=1&abbucket=16,DOOV/朵唯V31老年智能手机大字大声大屏老人机超长待机新款上市官方旗舰正品4g官网百元送oppo小米鼠华为耳机,198,1495,广东
好机会数码旗舰店,//detail.tmall.com/item.htm?id=616000801085&ns=1&abbucket=16,【12期免息顺丰速发】华为honor荣耀30S麒麟820全网通mate30学生5G手机荣耀v30华为p40新品30pronova7nova6,2399,216,河南
气樽数码专营店,//detail.tmall.com/item.htm?id=609819505676&ns=1&abbucket=16,【咨询省550元当天发+选送无线充】红米K30手机官方旗舰店RedmiK30新品红米K20pro尊享版红米K30pro快充5G版,1399,188,广东
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=616898386518&ns=1&abbucket=16,【选套餐一享华为蓝牙音箱】HUAWEI/华为nova75G全面屏6400万四摄麒麟985智能手机5g手机官方旗舰店正品,2999,1844,江苏
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=601782484701&ns=1&abbucket=16,【限时低至899】华为荣耀Play3麒麟710F八核全网通智能手机官方旗舰店全新正品,899,4096,江苏
华为官方旗舰店,//detail.tmall.com/item.htm?id=601845349222&ns=1&abbucket=16,【百亿补贴专属】Huawei/华为畅享10Plus全视屏4800万三摄悬浮镜头智能手机官方旗舰店,1399,1892,广东
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=609115767080&ns=1&abbucket=16,24期免息送无线充】华为HONOR荣耀V30PRO5G全网通手机直降v30por官方旗舰店荣耀5G麒麟990magic3pro30pro,3699,142,山东
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=605390488648&ns=1&abbucket=16,领250元券可减270元/华为HONOR荣耀20青春版手机官方旗舰店20i正品8x降价9xpro荣耀10青春版20s新款热卖V30,999,1588,山东
华为官方旗舰店,//detail.tmall.com/item.htm?id=599606163169&ns=1&abbucket=16,【6期免息+100优惠券】Huawei/华为nova5iPro超广角4800万AI四摄手机nova5ipro华为官方旗舰店,2099,2288,广东
能良数码官方旗舰店,//detail.tmall.com/item.htm?id=609252940898&ns=1&abbucket=16,【24期免息】直降200Huawei/华为nova6SE手机官网正品官方旗舰店华为nova7手机新款5g新品mate30pro5g,1699,128,上海
能良数码官方旗舰店,//detail.tmall.com/item.htm?id=615627617953&ns=1&abbucket=16,【3期免息咨询可减60】华为荣耀Play4TPro麒麟810芯片屏幕指纹4tpro手机play3官方9x旗舰店por华为play4tpro,1499,37,上海
广东电信亿品汇专卖店,//detail.tmall.com/item.htm?id=597168238432&ns=1&abbucket=16,优惠540元24期分期当天发Huawei/华为nova5i手机官网官方旗舰店正品p30降价mate30nova5pro花呗分期0首付,1338,327,广东
翼天下天翼电信旗舰店,//detail.tmall.com/item.htm?id=614057196245&ns=1&abbucket=16,【咨询直降400元+咨询享优惠】Huawei/华为P40pro手机5G全网通官方旗舰店正品直降p30新款mate30pro华为p40,5988,24,江苏
深蓝港数码旗舰店,//detail.tmall.com/item.htm?id=595632782403&ns=1&abbucket=16,直降350元【正常发货】华为HONOR荣耀20PRO全面屏麒麟980智能游戏30新品手机正品官方官网旗舰店v20pro直降,2248,524,广东
广东电信亿品汇专卖店,//detail.tmall.com/item.htm?id=613699362872&ns=1&abbucket=16,领券咨询可省400元+分期送手环】nubia/努比亚红魔5G骁龙865电竞游戏手机红魔4代5g透明版144Hz四代3S红魔5g,3799,27,广东
时器数码专营店,//detail.tmall.com/item.htm?id=610344514257&ns=1&abbucket=16,【新品上市】OPPOA8oppo新品手机官方旗舰正品0ppoa9xr17r15xk1k3k5a9r15a11xoppoa52a92s手机,1199,255,湖南
三星官方旗舰店,//detail.tmall.com/item.htm?id=612231809000&ns=1&abbucket=16,【12期免息】Samsung/三星GalaxyS20UltraSM-G9880120Hz官方正品全面屏智能8K拍照5G双模手机1.08亿像素,9999,749,北京
晟功数码专营店,//detail.tmall.com/item.htm?id=610028055860&ns=1&abbucket=16,小米有品多亲ai2pro手机qin2代小爱同学学生特小屏智能女款初中生戒网老年老人机电信备用4g微信迷你儿童卡片,599,701,广东
创汇通达数码旗舰店,//detail.tmall.com/item.htm?id=611665780299&ns=1&abbucket=16,咨询减600【24期免息】xiaomi/小米105G手机1亿像素骁龙865游戏手机官方旗舰店小米10青春版正品k30pro降价,3899,116,北京
京合旗舰店,//detail.tmall.com/item.htm?id=615216284443&ns=1&abbucket=16,新品发顺丰【24期分期】华为honor/荣耀荣耀Play4T全面屏手机官方旗舰店正品9X新品magic3直降30s非5g手机,1199,150,安徽
中国移动手机官方旗舰店,//detail.tmall.com/item.htm?id=606838983961&ns=1&abbucket=16,Huawei/华为nova5Pro全网通手机官方旗舰店官网正品p30pro直降价mate30,1999,119,广东
创汇通达数码旗舰店,//detail.tmall.com/item.htm?id=596377916375&ns=1&abbucket=16,6+64GB版959元起】华为HONOR/荣耀10青春版渐变色全面屏学生老人智能全网通4G手机官方旗舰店30splay4tpro,889,526,北京
飞可盈数码专营店,//detail.tmall.com/item.htm?id=599792976883&ns=1&abbucket=16,小米有品多亲Qin1s+ai手机2小爱同学直板按键可上微信4g电信版老人手机智能移动联通老年手机小学生备用手机,299,1602,浙江
连盛数码专营店,//detail.tmall.com/item.htm?id=607744258581&ns=1&abbucket=16,现货顺丰发货】Xiaomi/小米RedmiK20全面屏红米K20pro手机尊享版骁龙855官方旗舰note8新小米9pro正品k30,1818,119,广东
中国移动手机官方旗舰店,//detail.tmall.com/item.htm?id=616516599193&ns=1&abbucket=16,【下拉抢300元天猫券！】苹果11Apple/iPhone11苹果国行原装iPhonese2019新款全网通智能手机正品max,4899,5500,广东
深蓝港数码旗舰店,//detail.tmall.com/item.htm?id=614284852118&ns=1&abbucket=16,【新品上市+送手环】华为荣耀畅玩9A手机全网通官方旗舰店正品官网华为荣耀大电池学生款9a9xpro千元老人手机,899,115,广东
小米官方旗舰店,//detail.tmall.com/item.htm?id=602672386900&ns=1&abbucket=16,【3+32G低至599】红米8A大电量大屏幕智能游戏学生老年人手机小米官方旗舰店官网redmi红米8a正品,599,1934,北京
和来达数码专营店,//detail.tmall.com/item.htm?id=602325494693&ns=1&abbucket=16,券减100直降200新款分期免息Huawei/华为畅享10Plus官方旗舰店正品畅想10plus的手机pius荣耀10plus9X学生,1099,425,广东
小淘器数码专营店,//detail.tmall.com/item.htm?id=591713937412&ns=1&abbucket=16,【24期免息+立减300元】Huawei/华为P30官网官方旗舰店徕卡三摄麒麟980芯片旗舰机P30pro/mate20pro手机降价,3388,253,安徽
博盛景数码专营店,//detail.tmall.com/item.htm?id=614080532844&ns=1&abbucket=16,咨询优惠【24期分期/送果汁机】HUAWEIP40Pro5G新款手机官方旗舰店mate30pro5g版正品华为p40pro直降p30,4188,97,广东
年年盛数码专营店,//detail.tmall.com/item.htm?id=601957299597&ns=1&abbucket=16,【当天发货+送原装耳机】xiaomi/红米note8pro手机Redmi小米官方旗舰Note8官网k30note9se手机10青春版note7,899,965,广东
vivo官方旗舰店,//detail.tmall.com/item.htm?id=583623315376&ns=1&abbucket=16,vivoNEX双屏版高通骁龙处理器全网通智能4G官方旗舰店官网正品双屏手机vivonex双屏版nex2,2598,266,广东
华为莫问专卖店,//detail.tmall.com/item.htm?id=617154391520&ns=1&abbucket=16,咨询优惠【6期免息/当天发/送豪礼】Huawei华为nova7SE|5G手机nova7pro官方旗舰店SE官网P40正品mate30直降,2399,210,浙江
vivo欧曙专卖店,//detail.tmall.com/item.htm?id=594564381853&ns=1&abbucket=16,【下单立减100】vivoZ5X全网通手机智能手机全面屏vivoz5x手机z3s6x23z5x手机vivovivo官方旗舰店,1298,837,上海
好机会数码旗舰店,//detail.tmall.com/item.htm?id=591216664212&ns=1&abbucket=16,下单送无线快充全国联保Huawei/华为P30Pro曲面屏徕卡四摄智能手机官方旗舰店正品顺丰现货,3738,189,河南
千瑞宏达手机专营店,//detail.tmall.com/item.htm?id=613950197428&ns=1&abbucket=16,直降600元分期免息现货发顺丰Huawei华为nova5ipro全网通4G华为官方旗舰店华为nova6se/p30pro/mate30pro手机,1359,394,广东
千瑞宏达手机专营店,//detail.tmall.com/item.htm?id=612819937498&ns=1&abbucket=16,分期免息直降500送好礼顺丰当天发Huawei华为麦芒8华为官方旗舰店nova5ipro正品新款nova6/7se手机畅享10plus,1199,356,广东
翼天下天翼电信旗舰店,//detail.tmall.com/item.htm?id=614239029266&ns=1&abbucket=16,花呗免息【送无线耳机】华为honor/荣耀荣耀30S全网通5G新款手机麒麟820官方旗舰店20s新款v30pro直降9x新30,2399,219,江苏
硕王唯品时代专卖店,//detail.tmall.com/item.htm?id=617306448283&ns=1&abbucket=16,SAILF官方正品R20全新上市2020新款手机智能超薄4G全网通学生价安卓游戏全面屏三星屏送适用华为小米oppo耳机,348,187,广东
卓瓦数码专营店,//detail.tmall.com/item.htm?id=613882687636&ns=1&abbucket=16,【现货当天发/立减300元】nubia/努比亚红魔5G官方旗舰店骁龙865电竞游戏学生手机红魔4代3s144Hz刷新率,3569,78,上海
荣耀官方旗舰店,//detail.tmall.com/item.htm?id=615914012516&ns=1&abbucket=16,【品牌首单礼金专享】华为旗下荣耀30Pro/荣耀30Pro+新品5G智能手机50倍超稳远摄拍照李现荣耀官方旗舰店,3999,19,广东
朵唯官方旗舰店,//detail.tmall.com/item.htm?id=601915223137&ns=1&abbucket=16,正品朵唯X1全网通老人按键智能手机大字大声老年超长待机新款上市官方旗舰店大屏4G官网送oppo小米鼠华为耳机,298,855,广东
四川移动官方旗舰店,//detail.tmall.com/item.htm?id=614021304017&ns=1&abbucket=16,【分期免息可减240】华为honor荣耀30S双模5G麒麟8205GSOC芯片荣耀手机官方旗舰店荣耀30/30Pro,2399,11,四川
信息港数码专营店,//detail.tmall.com/item.htm?id=606209656084&ns=1&abbucket=16,Xiaomi/小米红米k20pro尊享骁龙855Plus红米k20pro尊享版手机智能游戏手机小米10正品官方学生12+512g,2999,134,北京
纽曼深圳专卖店,//detail.tmall.com/item.htm?id=572550768260&ns=1&abbucket=16,[送座充]纽曼M6老年手机超长待机正品4G全网通老人手机大屏大字大声音按键老人机移动电信版诺基亚女老年机,148,3363,广东
天语锋芒专卖店,//detail.tmall.com/item.htm?id=614159144767&ns=1&abbucket=16,正品天语F9翻盖手机老年机大屏大字大声音联通4G全网通老人机超长待机男女款电信版移动戒网学生备用老人手机,168,1558,广西
晋商数码专营店,//detail.tmall.com/item.htm?id=601866112898&ns=1&abbucket=16,【百亿补贴限时直降】Xiaomi/小米红米note8pro老年人智能全网通官方旗舰店红米note8小金刚note7pro手机,1099,244,北京
天猫超市,//detail.tmall.com/item.htm?id=610553793902&ns=1&abbucket=16,【顺丰包邮】HUAWEI/华为P30Pro手机50倍数字变焦,3888,514,上海
恒盛纪元数码专营店,//detail.tmall.com/item.htm?id=589167467915&ns=1&abbucket=16,直降500元vivoX27手机全新机vivox27指纹版x27plusx27prox23NEX官方旗舰店官网X21X31新品上市X30,2298,297,广东
oppo金谷专卖店,//detail.tmall.com/item.htm?id=604172103016&ns=1&abbucket=16,【限时减200】OppoK5oppok5手机oppo未来xoppok5新款上市k3k7oppok1oppor17r19r15a9xa5官方旗舰,1699,549,广东
连盛数码专营店,//detail.tmall.com/item.htm?id=607734766917&ns=1&abbucket=16,cc9pro【低至2618/当天发】Xiaomi/小米小米CC9PRO官方旗舰美图定制e手机cc9pro尊享版k20pro曲面一亿像素,2618,164,广东
瑞联点卡专营店,//detail.tmall.com/item.htm?id=587338933761&ns=1&abbucket=16,【22.5元/月】百度网盘超级VIP会员6个月百度云极速下载填手机,135,959,湖南
信通志远数码专营店,//detail.tmall.com/item.htm?id=613569550723&ns=1&abbucket=16,咨询立减+分期免息】红魔5G电竞游戏手机努比亚红魔4新品骁龙865四代144Hz红魔5代透明版3s非努比亚play,2339,147,广东
迈微数码旗舰店,//detail.tmall.com/item.htm?id=613318690775&ns=1&abbucket=16,【24期分期+顺丰速发】Apple苹果iPhone11全网通智能4G手机12官方8P官网旗舰店苹果11proxrxsmax,4748,127,江苏
首佳誉数码专营店,//detail.tmall.com/item.htm?id=599251006737&ns=1&abbucket=16,立省600vivoZ5官方正品手机新品vivoz5vivoz5x限量版vivos5z5sz3z5iz3iy3z1高配版vivo官方旗舰店,1498,696,广东
博盛景数码专营店,//detail.tmall.com/item.htm?id=616669037191&ns=1&abbucket=16,当天发6期免息/送果汁机Huawei/华为nova7Pro5G手机7pro官方旗舰店5g手机p40新款6直降价mate30pro7se,2999,85,广东
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=616196337773&ns=1&abbucket=16,【12期免息享耳机】小米10青春版5G手机新品潜望式变焦智能小米官方旗舰店正品k30pro小米手机xiaomi,2299,871,江苏
苏宁易购官方旗舰店,//detail.tmall.com/item.htm?id=606335538954&ns=1&abbucket=16,【限时享12期免息】HUAWEI/华为Mate30全网通5G智能手机麒麟990徕卡拍照手机旗舰新品官方正品,4499,8000,江苏
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=616888906869&ns=1&abbucket=16,【咨询优惠】当天发免息Huawei/华为nova75G全网通手机7pro官方旗舰店p40pro新款直降价荣耀Mate30pro新款,2999,234,山东
三际数码官方旗舰店,//detail.tmall.com/item.htm?id=617142723671&ns=1&abbucket=16,优惠当天发【24期分期】Huawei/华为nova7Pro5G全网通手机7pro官方旗舰店p40pro正品直降价荣耀Mate30新款,2999,229,山东
能良数码官方旗舰店,//detail.tmall.com/item.htm?id=616275752413&ns=1&abbucket=16,【6期免息送小米耳机】小米10青春版5G手机官方旗舰店全新正品redmik30pro小米10pro红米note9pro官网10se,2099,273,上海
能良数码官方旗舰店,//detail.tmall.com/item.htm?id=598118641792&ns=1&abbucket=16,【领330元券可减400元】华为HONOR荣耀9X全网通手机麒麟810系列10x官方旗舰店30s直降9xpro青春x9play4Tpro,1159,487,上海
广东电信亿品汇专卖店,//detail.tmall.com/item.htm?id=603385275042&ns=1&abbucket=16,24期免息可减400元/Apple苹果iPhone11全网通苹果11正品手机国行官方xr官网8Plus旗舰店xsmax新品11promax,5198,42,广东
华为官方旗舰店,//detail.tmall.com/item.htm?id=606306790423&ns=1&abbucket=16,【12期免息】Huawei/华为Mate305G麒麟990超感光徕卡5G智能手机mate305g华为官方旗舰店,4499,15000,广东
深蓝港数码旗舰店,//detail.tmall.com/item.htm?id=598842974300&ns=1&abbucket=16,【领300元券可减380元】Honor荣耀9X系列麒麟810全网通手机官方旗舰店官网正品X10最新款9xpro华为直降荣耀9x,1149,1312,广东
广东电信亿品汇专卖店,//detail.tmall.com/item.htm?id=605860890007&ns=1&abbucket=16,领350元券可减380元/华为HONOR荣耀20青春版手机官方旗舰店20i正品8x降价9xpro荣耀10青春版20s新款热卖V30,999,641,广东
深圳易乐购数码专营店,//detail.tmall.com/item.htm?id=571605208579&ns=1&abbucket=16,【4G全网通】纽曼L8正品老人机超长待机军工三防老年手机大屏大字大声音移动联通电信版诺基亚女按键智能手机,58,7500,广东
朵唯官方旗舰店,//detail.tmall.com/item.htm?id=610790519643&ns=1&abbucket=16,DOOV/朵唯X11Pro学生价游戏智能手机全面屏全网通4G千百元官方旗舰新款上市曲面正品网送oppo小米鼠华为耳机,698,535,广东
咪咕官方旗舰店,//detail.tmall.com/item.htm?id=600806009088&ns=1&abbucket=16,【2828元起已降2260元顺丰速发】Huawei/华为P30手机P30Pro官方旗舰店mate30正品nova6直降价XS折叠7荣耀P40,2828,242,浙江
创汇通达数码旗舰店,//detail.tmall.com/item.htm?id=609608445563&ns=1&abbucket=16,24期分期【直降500】Xiaomi/小米红米K30全网通4G学生拍照游戏智能手机官方旗舰店redmiK30Pro降价k305g新品,1549,150,北京
小米领英专卖店,//detail.tmall.com/item.htm?id=608750242816&ns=1&abbucket=16,【限时直降3+32G5?9元起】Xiaomi/小米Redmi红米8A小米官方旗舰店官网正品note8pro学生note7pro老人手机,519,767,上海
纽曼深圳专卖店,//detail.tmall.com/item.htm?id=557453342269&ns=1&abbucket=16,【4G全网通】纽曼l6+老人机超长待机大屏大字大声音按键直板移动电信版老年手机学生女正品联通诺基亚小手机,59,10000,广东
小米领英专卖店,//detail.tmall.com/item.htm?id=608750242816&ns=1&abbucket=16,【限时直降3+32G5?9元起】Xiaomi/小米Redmi红米8A小米官方旗舰店官网正品note8pro学生note7pro老人手机,519,767,上海
纽曼深圳专卖店,//detail.tmall.com/item.htm?id=557453342269&ns=1&abbucket=16,【4G全网通】纽曼l6+老人机超长待机大屏大字大声音按键直板移动电信版老年手机学生女正品联通诺基亚小手机,59,10000,广东
